SID,article_number,value,Tone,Arousal,sharing_type,sharing
s151,10,"Everyone should try and work on natural forms of weight loss, etc instead of depending on supplements",1,2,msg_share_broad,38
s151,10,"Everyone should try and work on natural forms of weight loss, etc instead of depending on supplements",1,2,msg_share_narrow,39
s151,18,Exercise cures all. Get up from the couch and move. It keeps you young and healthy and feeling good,1,4,msg_share_broad,80
s151,18,Exercise cures all. Get up from the couch and move. It keeps you young and healthy and feeling good,1,4,msg_share_narrow,97
s151,12,"It's sad to see that children are more interested in tv, video games and electronics and not getting out and getting physical exercise",0,2,msg_share_broad,58
s151,12,"It's sad to see that children are more interested in tv, video games and electronics and not getting out and getting physical exercise",0,2,msg_share_narrow,82
s151,15,Natural disasters are a concern of all the people. Sometimes it's trial and error to solve disasters. But we need to stay the course,1,2,msg_share_broad,74
s151,15,Natural disasters are a concern of all the people. Sometimes it's trial and error to solve disasters. But we need to stay the course,1,2,msg_share_narrow,76
s151,13,"Natural disasters are horrible and so sad to experience. If there is a way to help the citizens and the cities that were affected, it should be spent. Efforts to aid is the greatest of relief. There should be no lingering pain after enduring a natural disaster.",1,4,msg_share_broad,100
s151,13,"Natural disasters are horrible and so sad to experience. If there is a way to help the citizens and the cities that were affected, it should be spent. Efforts to aid is the greatest of relief. There should be no lingering pain after enduring a natural disaster.",1,4,msg_share_narrow,99
s151,19,Protection of our resources should be protected and honored,1,1,msg_share_broad,80
s151,19,Protection of our resources should be protected and honored,1,1,msg_share_narrow,88
s151,16,"Smoking is so bad for the human body. Staying fit with exercise, eating healthy and thinking positive is the very best a person can do",1,1,msg_share_broad,63
s151,16,"Smoking is so bad for the human body. Staying fit with exercise, eating healthy and thinking positive is the very best a person can do",1,1,msg_share_narrow,95
s155,68,Bananas might be better than sports drinks.,1,2,msg_share_broad,0
s155,68,Bananas might be better than sports drinks.,1,2,msg_share_narrow,0
s155,60,Consuming vitamin D during pregnancy can have a great effect on the baby's tooth enamel.,1,2,msg_share_narrow,19
s155,60,Consuming vitamin D during pregnancy can have a great effect on the baby's tooth enamel.,1,2,msg_share_broad,21
s155,63,I live in California so wildfires are a danger to me.,0,2,msg_share_broad,84
s155,63,I live in California so wildfires are a danger to me.,0,2,msg_share_narrow,92
s155,61,The Senate has approved to drill in Arctic Wildlife.,0,2,msg_share_broad,85
s155,61,The Senate has approved to drill in Arctic Wildlife.,0,2,msg_share_narrow,96
s155,62,There is a new type of tace that people are getting into.,1,2,msg_share_broad,0
s155,62,There is a new type of tace that people are getting into.,1,2,msg_share_narrow,0
s155,69,Things that may not actually be recyclable.,0,1,msg_share_broad,100
s155,69,Things that may not actually be recyclable.,0,1,msg_share_narrow,100
s155,65,This article matters to me because I am also passionate about climate change.,1,2,msg_share_narrow,100
s155,65,This article matters to me because I am also passionate about climate change.,1,2,msg_share_broad,77
s155,67,This article matters to me because I want to reduce my footprint as much as possible.,1,2,msg_share_narrow,100
s155,67,This article matters to me because I want to reduce my footprint as much as possible.,1,2,msg_share_broad,83
s155,66,This article matters to me because I'm not on a gluten-free diet.,1,1,msg_share_broad,0
s155,66,This article matters to me because I'm not on a gluten-free diet.,1,1,msg_share_narrow,0
s155,64,This is important to me because I want to live a long healthy life.,1,2,msg_share_narrow,89
s155,64,This is important to me because I want to live a long healthy life.,1,2,msg_share_broad,94
s157,18,exercise can keep aging muscles and immune systems.,1,2,msg_share_broad,73
s157,18,exercise can keep aging muscles and immune systems.,1,2,msg_share_narrow,83
s157,10,I have no any idea this time.,0,1,msg_share_narrow,71
s157,10,I have no any idea this time.,0,1,msg_share_narrow,71
s157,10,I have no any idea this time.,0,1,msg_share_narrow,71
s157,10,I have no any idea this time.,0,1,msg_share_narrow,71
s157,10,I have no any idea this time.,0,1,msg_share_broad,84
s157,10,I have no any idea this time.,0,1,msg_share_broad,84
s157,10,I have no any idea this time.,0,1,msg_share_broad,84
s157,10,I have no any idea this time.,0,1,msg_share_broad,84
s157,11,I have no any idea this time.,0,1,msg_share_broad,75
s157,11,I have no any idea this time.,0,1,msg_share_broad,75
s157,11,I have no any idea this time.,0,1,msg_share_broad,75
s157,11,I have no any idea this time.,0,1,msg_share_broad,75
s157,11,I have no any idea this time.,0,1,msg_share_narrow,83
s157,11,I have no any idea this time.,0,1,msg_share_narrow,83
s157,11,I have no any idea this time.,0,1,msg_share_narrow,83
s157,11,I have no any idea this time.,0,1,msg_share_narrow,83
s157,12,The article about child's play is good for all of Us.,1,2,msg_share_narrow,75
s157,12,The article about child's play is good for all of Us.,1,2,msg_share_broad,84
s157,14,The article about dancing may be best for the brain.,1,2,msg_share_narrow,76
s157,14,The article about dancing may be best for the brain.,1,2,msg_share_broad,86
s157,16,The Article about fit may be as good for you.,1,2,msg_share_broad,72
s157,16,The Article about fit may be as good for you.,1,2,msg_share_narrow,86
s157,17,The Article about forecast warming world,1,2,msg_share_narrow,81
s157,17,The Article about forecast warming world,1,2,msg_share_broad,86
s157,19,The article about say some matters.,0,1,msg_share_narrow,75
s157,19,The article about say some matters.,0,1,msg_share_broad,82
s157,15,The article about wilder storms.,0,2,msg_share_broad,72
s157,15,The article about wilder storms.,0,2,msg_share_narrow,84
s157,13,The Article say disasters multiply.,0,2,msg_share_broad,71
s157,13,The Article say disasters multiply.,0,2,msg_share_narrow,78
s160,44,this article is about how babies sleep longer when they eat solid food,1,2,msg_share_narrow,57
s160,44,this article is about how babies sleep longer when they eat solid food,1,2,msg_share_broad,59
s160,43,this article is about how some countries are still continuing mining for coals even though there are risks,0,2,msg_share_broad,39
s160,43,this article is about how some countries are still continuing mining for coals even though there are risks,0,2,msg_share_narrow,47
s160,40,this article is about how some supplements don't really fix your muscle soreness after exercise,0,2,msg_share_broad,50
s160,40,this article is about how some supplements don't really fix your muscle soreness after exercise,0,2,msg_share_narrow,59
s160,41,this article is about how the country leader fail to help improve climate change,0,2,msg_share_narrow,42
s160,41,this article is about how the country leader fail to help improve climate change,0,2,msg_share_broad,46
s160,49,this article is about questioning whether the cities are recycling or not,0,2,msg_share_broad,44
s160,49,this article is about questioning whether the cities are recycling or not,0,2,msg_share_narrow,53
s160,42,This is important because humans like us need nutrients to strengthen our immune system,1,2,msg_share_broad,63
s160,42,This is important because humans like us need nutrients to strengthen our immune system,1,2,msg_share_narrow,65
s160,48,This is important because I always to gain strength fast,1,2,msg_share_broad,54
s160,48,This is important because I always to gain strength fast,1,2,msg_share_narrow,64
s160,47,This is important because I always want the most effective way of cleaning products without wasting too much materials,1,2,msg_share_broad,62
s160,47,This is important because I always want the most effective way of cleaning products without wasting too much materials,1,2,msg_share_narrow,82
s160,45,This is important because I would not want any natural disaster happening to us,1,2,msg_share_broad,53
s160,45,This is important because I would not want any natural disaster happening to us,1,2,msg_share_narrow,57
s160,46,This is important because we humans would like to keep our body healthy and not have any diseases,1,2,msg_share_broad,56
s160,46,This is important because we humans would like to keep our body healthy and not have any diseases,1,2,msg_share_narrow,63
s163,24,"Dr Blau, a cancer researcher who has cancer, has started a company to crowdsource a new individualized approach to how he handles and treats multiple myeloma.",1,4,msg_share_narrow,0
s163,24,"Dr Blau, a cancer researcher who has cancer, has started a company to crowdsource a new individualized approach to how he handles and treats multiple myeloma.",1,4,msg_share_broad,58
s163,25,"For people like me who don't live anywhere near flood prone areas this won't be a good read but for the rest of y'all who do live in flood zones, you might want to read to gain some idea of how to keep safe and sound.",1,2,msg_share_narrow,0
